Customer ID,Customer,order_month,Region,Segment,Industry,Product,Sales
1078,Prudential Financial,2022-11-01,AMER,Enterprise,Finance,SaaS Connector Pack,238.56
1101,Banco Santander,2023-02-01,AMER,Strategic,Finance,Site Analytics,59.97
1101,Banco Santander,2023-02-01,AMER,Strategic,Finance,Support,78.304
1101,Banco Santander,2023-02-01,AMER,Strategic,Finance,Storage,21.456
1026,CVS Health,2022-10-01,AMER,SMB,Retail,Support,20.04
1026,CVS Health,2022-10-01,AMER,SMB,Retail,Support,35.44
1026,CVS Health,2022-10-01,AMER,SMB,Retail,ChatBot Plugin,11.52
1026,CVS Health,2022-10-01,AMER,SMB,Retail,Storage,4.02
1026,CVS Health,2022-10-01,AMER,SMB,Retail,ContactMatcher,76.176
1026,CVS Health,2022-10-01,AMER,SMB,Retail,Support,65.88
1026,CVS Health,2022-10-01,AMER,SMB,Retail,SaaS Connector Pack,43.12
1041,General Motors,2022-09-01,EMEA,Strategic,Manufacturing,SaaS Connector Pack,82.8
1082,State Farm Insurance Cos.,2023-09-01,AMER,Strategic,Finance,ChatBot Plugin,8.82
1082,State Farm Insurance Cos.,2023-09-01,AMER,Strategic,Finance,SaaS Connector Pack - Gold,10.86
1082,State Farm Insurance Cos.,2023-09-01,AMER,Strategic,Finance,Support,143.7
1022,Comcast,2023-12-01,EMEA,SMB,Communications,OneView,839.43
1007,AmerisourceBergen,2021-09-01,AMER,SMB,Healthcare,Marketing Suite - Gold,671.93
1087,Toyota Motor,2020-10-01,AMER,Enterprise,Manufacturing,SaaS Connector Pack,93.888
1096,Walmart,2022-12-01,EMEA,Strategic,Retail,Site Analytics,384.45
1096,Walmart,2022-12-01,EMEA,Strategic,Retail,Site Analytics,149.97
1096,Walmart,2022-12-01,EMEA,Strategic,Retail,FinanceHub,1951.84
1096,Walmart,2022-12-01,EMEA,Strategic,Retail,ContactMatcher,171.55
1055,Johnson & Johnson,2022-03-01,AMER,Enterprise,Healthcare,OneView,157.92
1055,Johnson & Johnson,2022-03-01,AMER,Enterprise,Healthcare,Site Analytics,203.184
1062,Engie,2021-05-01,AMER,Strategic,Energy,Support,58.38
1062,Engie,2021-05-01,AMER,Strategic,Energy,Support,105.52
1062,Engie,2021-05-01,AMER,Strategic,Energy,Marketing Suite - Gold,80.88
1033,HonHai Precision Industry,2021-05-01,AMER,Enterprise,Tech,ChatBot Plugin,6.63
1005,American Express,2020-03-01,AMER,SMB,Finance,FinanceHub,457.568
1052,Daimler,2022-11-01,APJ,SMB,Transportation,FinanceHub,14.62
1052,Daimler,2022-11-01,APJ,SMB,Transportation,Site Analytics,944.93
1054,J.P. Morgan Chase & Co.,2022-05-01,AMER,SMB,Finance,Support,5.98
1057,Kroger,2021-12-01,EMEA,SMB,Retail,Data Smasher,54.384
1067,Mondelez International,2022-11-01,APJ,SMB,Consumer Products,SaaS Connector Pack - Gold,28.4
1046,Volkswagen,2022-11-01,AMER,SMB,Manufacturing,ContactMatcher,27.68
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,ChatBot Plugin,9.936
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,Big Ol Database,8159.952
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,Marketing Suite - Gold,275.928
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,FinanceHub,1740.06
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,ChatBot Plugin,32.064
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,OneView,177.98
1098,Nissan Motor,2020-09-01,APJ,SMB,Transportation,Site Analytics,143.976
1017,Chevron,2020-08-01,AMER,SMB,Energy,Support,20.94
1017,Chevron,2020-08-01,AMER,SMB,Energy,Support,110.96
1017,Chevron,2020-08-01,AMER,SMB,Energy,FinanceHub,340.144
1031,Royal Dutch Shell,2020-09-01,APJ,Strategic,Energy,OneView,52.448
1031,Royal Dutch Shell,2020-09-01,APJ,Strategic,Energy,FinanceHub,20.16
1099,Wells Fargo,2023-04-01,APJ,SMB,Finance,OneView,97.264
1072,Oracle,2021-11-01,AMER,SMB,Tech,FinanceHub,396.802
1072,Oracle,2021-11-01,AMER,SMB,Tech,Support,15.88
1066,Microsoft,2021-12-01,EMEA,Enterprise,Tech,ChatBot Plugin,3.28
1064,Merck,2020-12-01,APJ,Strategic,Healthcare,Marketing Suite - Gold,24.816
1064,Merck,2020-12-01,APJ,Strategic,Healthcare,Data Smasher,408.744
1064,Merck,2020-11-01,EMEA,Enterprise,Healthcare,Site Analytics,503.96
1064,Merck,2020-11-01,EMEA,Enterprise,Healthcare,Site Analytics,149.95
1064,Merck,2020-11-01,EMEA,Enterprise,Healthcare,Data Smasher,29.0
1054,J.P. Morgan Chase & Co.,2022-11-01,EMEA,SMB,Finance,ContactMatcher,7.16
1010,AT&T,2020-08-01,AMER,Enterprise,Communications,Data Smasher,176.8
1048,Carrefour,2022-07-01,APJ,Strategic,Retail,Marketing Suite - Gold,37.224
1048,Carrefour,2022-07-01,APJ,Strategic,Retail,Support,20.016
1033,HonHai Precision Industry,2021-10-01,EMEA,Enterprise,Tech,Marketing Suite,899.136
1033,HonHai Precision Industry,2021-10-01,EMEA,Enterprise,Tech,Site Analytics,71.76
1033,HonHai Precision Industry,2021-10-01,EMEA,Enterprise,Tech,Support,51.84
1033,HonHai Precision Industry,2021-10-01,EMEA,Enterprise,Tech,Marketing Suite,626.352
1033,HonHai Precision Industry,2021-10-01,EMEA,Enterprise,Tech,ChatBot Plugin,19.9
1003,Allstate,2021-10-01,AMER,Strategic,Finance,SaaS Connector Pack - Gold,14.28
1088,Tyson Foods,2020-03-01,AMER,SMB,Consumer Products,ChatBot Plugin,7.408
1088,Tyson Foods,2020-03-01,AMER,SMB,Consumer Products,ChatBot Plugin,6.048
1039,BMW,2023-11-01,AMER,Enterprise,Manufacturing,Marketing Suite - Gold,46.26
1049,Humana,2023-07-01,EMEA,Strategic,Healthcare,ContactMatcher,2.946
1049,Humana,2023-07-01,EMEA,Strategic,Healthcare,Support,16.056
1027,Gazprom,2023-06-01,AMER,SMB,Energy,Support,21.744
1055,Johnson & Johnson,2020-08-01,EMEA,SMB,Healthcare,ContactMatcher,218.75
1055,Johnson & Johnson,2020-08-01,EMEA,SMB,Healthcare,OneView,2.6
1081,Sprint Nextel,2023-12-01,APJ,SMB,Communications,OneView,66.284
1015,Samsung Electronics,2023-06-01,EMEA,Strategic,Tech,SaaS Connector Pack,35.168
1055,Johnson & Johnson,2023-12-01,AMER,SMB,Healthcare,Site Analytics,444.768
1068,Morgan Stanley,2023-12-01,AMER,SMB,Finance,Marketing Suite - Gold,83.92
1068,Morgan Stanley,2023-12-01,AMER,SMB,Finance,Site Analytics,131.98
1068,Morgan Stanley,2023-12-01,AMER,SMB,Finance,ContactMatcher,15.92
1068,Morgan Stanley,2023-12-01,AMER,SMB,Finance,Storage,52.29
1068,Morgan Stanley,2023-12-01,AMER,SMB,Finance,Marketing Suite - Gold,91.99
1087,Toyota Motor,2021-02-01,APJ,Strategic,Manufacturing,Data Smasher,20.8
1088,Tyson Foods,2021-01-01,AMER,Strategic,Consumer Products,FinanceHub,23.68
1088,Tyson Foods,2021-01-01,AMER,Strategic,Consumer Products,Marketing Suite,452.45
1088,Tyson Foods,2021-01-01,AMER,Strategic,Consumer Products,Site Analytics,62.982
1088,Tyson Foods,2021-01-01,AMER,Strategic,Consumer Products,Big Ol Database,1188.0
1088,Tyson Foods,2021-01-01,AMER,Strategic,Consumer Products,Data Smasher,89.584
1080,Allianz,2022-10-01,AMER,SMB,Finance,Marketing Suite - Gold,93.06
1080,Allianz,2022-10-01,AMER,SMB,Finance,Site Analytics,302.376
1027,Gazprom,2021-12-01,AMER,SMB,Energy,Storage,5.584
1027,Gazprom,2021-12-01,AMER,SMB,Energy,Support,22.704
1027,Gazprom,2021-12-01,AMER,SMB,Energy,ContactMatcher,19.776
1027,Gazprom,2021-12-01,AMER,SMB,Energy,SaaS Connector Pack,72.704
1027,Gazprom,2021-12-01,AMER,SMB,Energy,Big Ol Database,479.988
1027,Gazprom,2021-12-01,AMER,SMB,Energy,ChatBot Plugin,27.168
1099,Wells Fargo,2021-08-01,AMER,Strategic,Finance,ChatBot Plugin,2.2
1099,Wells Fargo,2021-08-01,AMER,Strategic,Finance,ContactMatcher,622.45
1099,Wells Fargo,2021-08-01,AMER,Strategic,Finance,Marketing Suite - Gold,21.98
1090,United Parcel Service,2021-02-01,EMEA,SMB,Transportation,FinanceHub,161.568
1090,United Parcel Service,2021-02-01,EMEA,SMB,Transportation,FinanceHub,389.696
1048,Carrefour,2020-09-01,EMEA,Strategic,Retail,ContactMatcher,18.648
1031,Royal Dutch Shell,2023-04-01,EMEA,Enterprise,Energy,ContactMatcher,233.86
1031,Royal Dutch Shell,2023-04-01,EMEA,Enterprise,Energy,ContactMatcher,620.6145
1031,Royal Dutch Shell,2023-04-01,EMEA,Enterprise,Energy,ContactMatcher,5.328
1031,Royal Dutch Shell,2023-04-01,EMEA,Enterprise,Energy,SaaS Connector Pack,258.072
1031,Royal Dutch Shell,2023-04-01,EMEA,Enterprise,Energy,Data Smasher,617.976
1064,Merck,2023-11-01,AMER,Strategic,Healthcare,Support,10.56
1085,Target,2022-06-01,APJ,SMB,Retail,Support,25.92
1085,Target,2022-06-01,APJ,SMB,Retail,SaaS Connector Pack,419.68
1085,Target,2022-06-01,APJ,SMB,Retail,SaaS Connector Pack,11.688
1085,Target,2022-06-01,APJ,SMB,Retail,Site Analytics,31.984
1085,Target,2022-06-01,APJ,SMB,Retail,ContactMatcher,177.225
1085,Target,2022-06-01,APJ,SMB,Retail,SaaS Connector Pack,4.044
1085,Target,2022-06-01,APJ,SMB,Retail,ChatBot Plugin,7.408
1030,Airbus,2020-06-01,EMEA,Enterprise,Manufacturing,FinanceHub,2001.86
1030,Airbus,2020-06-01,EMEA,Enterprise,Manufacturing,Marketing Suite - Gold,166.72
1030,Airbus,2020-06-01,EMEA,Enterprise,Manufacturing,Support,47.88
1030,Airbus,2020-06-01,EMEA,Enterprise,Manufacturing,OneView,1503.25
1030,Airbus,2020-06-01,EMEA,Enterprise,Manufacturing,Support,25.92
1038,Cigna,2022-12-01,AMER,SMB,Healthcare,FinanceHub,321.568
1047,Home Depot,2022-09-01,AMER,SMB,Retail,Support,7.61
1047,Home Depot,2022-09-01,AMER,SMB,Retail,Data Smasher,3347.37
1042,Goldman Sachs Group,2022-12-01,EMEA,SMB,Finance,Marketing Suite - Gold,80.58
1042,Goldman Sachs Group,2022-12-01,EMEA,SMB,Finance,SaaS Connector Pack - Gold,361.92
1007,AmerisourceBergen,2021-11-01,APJ,Strategic,Healthcare,SaaS Connector Pack,12.132
1007,AmerisourceBergen,2021-11-01,APJ,Strategic,Healthcare,Marketing Suite - Gold,82.368
1007,AmerisourceBergen,2021-11-01,APJ,Strategic,Healthcare,Marketing Suite - Gold,53.92
1007,AmerisourceBergen,2021-11-01,APJ,Strategic,Healthcare,Site Analytics,647.904
1042,Goldman Sachs Group,2023-12-01,EMEA,SMB,Finance,Data Smasher,20.37
1042,Goldman Sachs Group,2023-12-01,EMEA,SMB,Finance,Marketing Suite - Gold,221.55
1042,Goldman Sachs Group,2023-12-01,EMEA,SMB,Finance,ContactMatcher,17.52
1058,Pemex,2023-06-01,APJ,Strategic,Energy,OneView,1.624
1033,HonHai Precision Industry,2020-09-01,APJ,Strategic,Tech,Big Ol Database,3059.982
1033,HonHai Precision Industry,2020-09-01,APJ,Strategic,Tech,Big Ol Database,2519.958
1060,Lowes,2022-06-01,APJ,SMB,Retail,Site Analytics,328.224
1009,Ford Motor,2021-11-01,AMER,SMB,Manufacturing,Data Smasher,79.9
1026,CVS Health,2023-06-01,EMEA,Strategic,Retail,ChatBot Plugin,14.016
1052,Daimler,2022-01-01,AMER,SMB,Transportation,Storage,7.56
1004,Amazon,2023-12-01,AMER,Strategic,Tech,Marketing Suite - Gold,37.208
1004,Amazon,2023-12-01,AMER,Strategic,Tech,SaaS Connector Pack - Gold,57.576
1008,Apple,2023-12-01,AMER,Strategic,Tech,Marketing Suite - Gold,725.84
1007,AmerisourceBergen,2021-07-01,AMER,SMB,Healthcare,Data Smasher,209.93
1007,AmerisourceBergen,2021-07-01,AMER,SMB,Healthcare,SaaS Connector Pack,5.28
1007,AmerisourceBergen,2021-07-01,AMER,SMB,Healthcare,ContactMatcher,10.92
1060,Lowes,2023-09-01,AMER,Strategic,Retail,Support,8.82
1060,Lowes,2023-09-01,AMER,Strategic,Retail,ChatBot Plugin,5.98
1023,China National Petroleum,2023-10-01,EMEA,Strategic,Energy,Support,11.648
1023,China National Petroleum,2023-10-01,EMEA,Strategic,Energy,Support,18.176
1023,China National Petroleum,2023-10-01,EMEA,Strategic,Energy,Marketing Suite - Gold,59.712
1023,China National Petroleum,2023-10-01,EMEA,Strategic,Energy,FinanceHub,24.84
1002,Aetna,2021-09-01,APJ,SMB,Healthcare,ContactMatcher,2.08
1002,Aetna,2021-09-01,APJ,SMB,Healthcare,Site Analytics,1114.4
1024,ConocoPhillips,2021-11-01,AMER,SMB,Energy,ContactMatcher,1038.84
1051,Intel,2021-09-01,EMEA,SMB,Tech,Support,141.76
1051,Intel,2021-09-01,EMEA,SMB,Tech,Data Smasher,239.8
1051,Intel,2021-09-01,EMEA,SMB,Tech,Support,31.104
1094,Verizon Communications,2022-12-01,EMEA,Strategic,Communications,ContactMatcher,254.058
1094,Verizon Communications,2022-12-01,EMEA,Strategic,Communications,OneView,194.528
1094,Verizon Communications,2022-12-01,EMEA,Strategic,Communications,Support,961.48
1043,Siemens,2022-11-01,AMER,Enterprise,Manufacturing,Storage,19.096
1043,Siemens,2022-11-01,AMER,Enterprise,Manufacturing,FinanceHub,18.496
1043,Siemens,2022-11-01,AMER,Enterprise,Manufacturing,Data Smasher,255.984
1043,Siemens,2022-11-01,AMER,Enterprise,Manufacturing,Marketing Suite,86.97
1064,Merck,2020-12-01,EMEA,Strategic,Healthcare,SaaS Connector Pack,300.416
1064,Merck,2020-12-01,EMEA,Strategic,Healthcare,FinanceHub,230.352
1064,Merck,2020-12-01,EMEA,Strategic,Healthcare,SaaS Connector Pack,218.352
1064,Merck,2020-12-01,EMEA,Strategic,Healthcare,ContactMatcher,78.6
1064,Merck,2020-12-01,EMEA,Strategic,Healthcare,Storage,27.552
1041,General Motors,2022-10-01,AMER,Strategic,Manufacturing,Support,32.4
1041,General Motors,2022-10-01,AMER,Strategic,Manufacturing,Marketing Suite - Gold,1082.48
1041,General Motors,2022-10-01,AMER,Strategic,Manufacturing,Support,56.91
1041,General Motors,2022-10-01,AMER,Strategic,Manufacturing,SaaS Connector Pack,77.6
1041,General Motors,2022-10-01,AMER,Strategic,Manufacturing,ContactMatcher,14.28
1080,Allianz,2023-11-01,APJ,SMB,Finance,ContactMatcher,219.075
1100,Trafigura Group,2021-05-01,EMEA,Strategic,Finance,SaaS Connector Pack,26.8
1098,Nissan Motor,2020-12-01,AMER,Strategic,Transportation,ChatBot Plugin,9.84
1100,Trafigura Group,2020-06-01,AMER,Enterprise,Finance,ContactMatcher,45.48
1100,Trafigura Group,2020-06-01,AMER,Enterprise,Finance,ChatBot Plugin,289.2
1076,Bosch,2023-04-01,EMEA,SMB,Tech,ChatBot Plugin,4.89
1080,Allianz,2022-09-01,EMEA,Strategic,Finance,SaaS Connector Pack,15.136
1080,Allianz,2022-09-01,EMEA,Strategic,Finance,FinanceHub,466.768
1080,Allianz,2022-09-01,EMEA,Strategic,Finance,SaaS Connector Pack,15.232
1080,Allianz,2022-09-01,EMEA,Strategic,Finance,FinanceHub,6.264
1070,HSBC Holdings,2020-09-01,AMER,Strategic,Finance,SaaS Connector Pack,87.54
1013,Enel,2020-08-01,EMEA,Strategic,Energy,Site Analytics,178.384
1013,Enel,2020-08-01,EMEA,Strategic,Energy,Support,15.552
1010,AT&T,2020-12-01,EMEA,Strategic,Communications,ChatBot Plugin,99.136
1032,Itochu,2020-11-01,EMEA,Enterprise,Finance,FinanceHub,135.882
1032,Itochu,2020-11-01,EMEA,Enterprise,Finance,Big Ol Database,3991.98
1032,Itochu,2020-11-01,EMEA,Enterprise,Finance,Site Analytics,275.94
1032,Itochu,2020-11-01,EMEA,Enterprise,Finance,Data Smasher,360.0
1032,Itochu,2020-11-01,EMEA,Enterprise,Finance,Marketing Suite - Gold,43.57
1090,United Parcel Service,2020-09-01,AMER,Strategic,Transportation,Storage,7.16
1076,Bosch,2022-04-01,AMER,Strategic,Tech,ContactMatcher,251.52
1076,Bosch,2022-04-01,AMER,Strategic,Tech,Data Smasher,99.99
1009,Ford Motor,2023-11-01,EMEA,Strategic,Manufacturing,SaaS Connector Pack,15.992
1074,Pfizer,2022-08-01,EMEA,SMB,Healthcare,Site Analytics,290.898
